Date,RBC Open,RBC High,RBC Low,RBC Close,RBC Adj Close,RBC Volume,BMO Open,BMO High,BMO Low,BMO Close,BMO Adj Close,BMO Volume,,Drop down,,,,,,,,,,,,,Date,RBC Volume,RBC Volume
7/18/2022,$93.09,$94.90,$93.09,$93.41,$91.39,588000,$92.26,$94.48,$92.26,$93.07,$91.16,1026200,,,,,,,,,,,,,,,7/18/2022,588000,588000
7/19/2022,$94.56,$96.51,$94.56,$96.28,$94.20,1103800,$94.23,$95.97,$93.60,$95.78,$93.81,947200,,,,,,,,,,,,,,,7/19/2022,1103800,1103800
7/20/2022,$96.07,$97.03,$95.64,$96.92,$94.82,390900,$95.59,$96.20,$95.04,$96.06,$94.09,1331800,,,,,,,,,,,,,,,7/20/2022,390900,390900
7/21/2022,$96.70,$97.47,$95.75,$97.41,$95.30,408700,$95.96,$96.57,$95.04,$96.40,$94.42,695900,,,,,,,,,,,,,,,7/21/2022,408700,408700
7/22/2022,$97.57,$98.15,$96.40,$97.02,$94.92,437600,$96.53,$97.12,$95.34,$95.74,$93.77,1889900,,,,,,,,,,,,,,,7/22/2022,437600,437600
7/25/2022,$97.52,$98.69,$97.42,$98.51,$96.38,461600,$95.59,$96.42,$95.31,$95.90,$94.91,1965300,,,,,,,,,,,,,,,7/25/2022,461600,461600
7/26/2022,$97.88,$98.65,$97.25,$97.64,$95.53,428800,$95.16,$96.02,$94.16,$94.55,$93.58,535100,,,,,,,,,,,,,,,7/26/2022,428800,428800
7/27/2022,$98.04,$99.86,$97.68,$99.31,$97.16,505700,$94.82,$96.20,$94.56,$95.68,$94.70,854300,,,,,,,,,,,,,,,7/27/2022,505700,505700
7/28/2022,$99.34,$99.92,$98.35,$99.72,$97.56,526600,$95.85,$96.73,$94.78,$96.53,$95.54,834300,,,,,,,,,,,,,,,7/28/2022,526600,526600
7/29/2022,$99.87,$101.22,$99.74,$100.72,$99.62,1799300,$96.76,$98.15,$96.53,$97.51,$96.51,656700,,,,,,,,,,,,,,,7/29/2022,1799300,1799300
8/1/2022,$99.38,$99.81,$98.09,$98.84,$97.76,1994000,$97.16,$97.60,$96.75,$97.26,$96.26,453800,,,,,,,,,,,,,,,8/1/2022,1994000,1994000
8/2/2022,$98.63,$98.98,$97.39,$98.04,$96.97,585800,$96.35,$97.32,$96.00,$96.49,$95.50,552200,,,,,,,,,,,,,,,8/2/2022,585800,585800
8/3/2022,$98.19,$99.77,$98.04,$99.25,$98.17,475500,$97.13,$98.79,$96.94,$98.36,$97.35,720600,,,,,,,,,,,,,,,8/3/2022,475500,475500
8/4/2022,$99.26,$99.27,$98.29,$98.76,$97.69,362000,$98.26,$98.42,$97.58,$98.37,$97.36,1099600,,,,,,,,,,,,,,,8/4/2022,362000,362000
8/5/2022,$98.09,$98.98,$97.83,$98.97,$97.89,405300,$97.73,$97.98,$97.14,$97.77,$96.76,410700,,,,,,,,,,,,,,,8/5/2022,405300,405300
8/8/2022,$99.74,$100.00,$99.04,$99.35,$98.27,335700,$98.48,$98.48,$96.80,$96.90,$95.90,560200,,,,,,,,,,,,,,,8/8/2022,335700,335700
8/9/2022,$99.20,$99.43,$98.03,$98.51,$97.44,906500,$96.91,$97.09,$95.94,$96.36,$95.37,619700,,,,,,,,,,,,,,,8/9/2022,906500,906500
8/10/2022,$99.85,$101.64,$99.85,$101.09,$99.99,583800,$97.54,$98.95,$97.40,$98.45,$97.44,659800,,,,,,,,,,,,,,,8/10/2022,583800,583800
8/11/2022,$101.84,$102.62,$101.70,$102.01,$100.90,326800,$99.02,$99.80,$98.96,$99.34,$98.32,416700,,,,,,,,,,,,,,,8/11/2022,326800,326800
8/12/2022,$102.42,$104.15,$102.18,$103.91,$102.78,464600,$99.75,$100.45,$99.20,$100.26,$99.23,593100,,,,,,,,,,,,,,,8/12/2022,464600,464600
8/15/2022,$102.56,$103.54,$101.98,$103.34,$102.22,357700,$98.97,$99.62,$98.49,$99.54,$98.52,497800,,,,,,,,,,,,,,,8/15/2022,357700,357700
8/16/2022,$103.09,$105.40,$103.09,$105.16,$104.02,497900,$99.50,$100.98,$99.35,$100.70,$99.66,534600,,,,,,,,,,,,,,,8/16/2022,497900,497900
8/17/2022,$103.87,$104.60,$103.57,$104.32,$103.18,385000,$99.75,$100.27,$99.36,$100.00,$98.97,541200,,,,,,,,,,,,,,,8/17/2022,385000,385000
8/18/2022,$104.16,$105.23,$103.99,$104.87,$103.73,592700,$100.38,$100.50,$99.92,$100.21,$99.18,374900,,,,,,,,,,,,,,,8/18/2022,592700,592700
8/19/2022,$104.34,$104.67,$102.84,$103.07,$101.95,385900,$99.54,$99.80,$98.66,$99.30,$98.28,483000,,,,,,,,,,,,,,,8/19/2022,385900,385900
8/22/2022,$101.78,$101.81,$101.10,$101.23,$100.13,393200,$98.25,$98.29,$97.14,$97.80,$96.79,768800,,,,,,,,,,,,,,,8/22/2022,393200,393200
8/23/2022,$101.45,$101.75,$100.19,$101.27,$100.17,542500,$97.45,$97.93,$96.81,$97.52,$96.52,694100,,,,,,,,,,,,,,,8/23/2022,542500,542500
8/24/2022,$100.25,$100.76,$99.23,$99.69,$98.60,836300,$95.00,$95.29,$93.84,$95.01,$94.03,1663900,,,,,,,,,,,,,,,8/24/2022,836300,836300
8/25/2022,$100.12,$101.04,$99.60,$100.23,$99.14,652500,$95.33,$97.85,$95.10,$97.34,$96.34,860300,,,,,,,,,,,,,,,8/25/2022,652500,652500
8/26/2022,$100.61,$101.16,$98.25,$98.48,$97.41,608200,$97.79,$97.96,$95.85,$95.85,$94.86,725900,,,,,,,,,,,,,,,8/26/2022,608200,608200
8/29/2022,$98.00,$98.41,$97.28,$98.08,$97.01,586700,$95.01,$96.33,$94.90,$96.17,$95.18,545900,,,,,,,,,,,,,,,8/29/2022,586700,586700
8/30/2022,$96.78,$97.04,$94.82,$94.98,$93.95,997300,$96.26,$96.66,$93.74,$94.03,$93.06,616800,,,,,,,,,,,,,,,8/30/2022,997300,997300
8/31/2022,$94.25,$94.43,$92.23,$92.24,$91.24,1020900,$93.93,$94.04,$93.04,$93.04,$92.08,618800,,,,,,,,,,,,,,,8/31/2022,1020900,1020900
9/1/2022,$91.72,$92.28,$90.41,$92.18,$91.18,983900,$92.33,$92.75,$91.07,$92.65,$91.70,682200,,,,,,,,,,,,,,,9/1/2022,983900,983900
9/2/2022,$93.59,$94.43,$92.33,$92.70,$91.69,669200,$93.70,$95.25,$93.26,$93.64,$92.68,714900,,,,,,,,,,,,,,,9/2/2022,669200,669200
9/6/2022,$93.23,$93.39,$91.10,$91.63,$90.63,779800,$93.90,$94.24,$92.11,$93.16,$92.20,688100,,,,,,,,,,,,,,,9/6/2022,779800,779800
9/7/2022,$90.94,$92.75,$90.60,$92.58,$91.57,775600,$92.93,$94.68,$92.20,$94.47,$93.50,634800,,,,,,,,,,,,,,,9/7/2022,775600,775600
9/8/2022,$92.02,$95.00,$91.69,$94.98,$93.95,723600,$94.10,$96.18,$93.69,$95.94,$94.95,777300,,,,,,,,,,,,,,,9/8/2022,723600,723600
9/9/2022,$95.87,$98.02,$95.87,$97.84,$96.78,787100,$96.84,$98.28,$96.84,$98.04,$97.03,587100,,,,,,,,,,,,,,,9/9/2022,787100,787100
9/12/2022,$98.94,$99.94,$98.60,$99.08,$98.00,755900,$98.95,$99.77,$98.60,$99.31,$98.29,662400,,,,,,,,,,,,,,,9/12/2022,755900,755900
9/13/2022,$96.71,$97.15,$95.22,$95.63,$94.59,775500,$97.46,$97.95,$96.03,$96.38,$95.39,661900,,,,,,,,,,,,,,,9/13/2022,775500,775500
9/14/2022,$95.82,$96.64,$95.06,$96.44,$95.39,798700,$96.85,$97.25,$95.86,$96.42,$95.43,507000,,,,,,,,,,,,,,,9/14/2022,798700,798700
9/15/2022,$96.16,$97.87,$95.98,$96.64,$95.59,1039400,$96.35,$97.95,$95.93,$96.67,$95.68,621000,,,,,,,,,,,,,,,9/15/2022,1039400,1039400
9/16/2022,$95.15,$95.82,$94.72,$95.54,$94.50,707500,$95.50,$95.79,$94.75,$95.31,$94.33,862400,,,,,,,,,,,,,,,9/16/2022,707500,707500
9/19/2022,$94.44,$96.36,$94.05,$96.34,$95.29,632800,$94.29,$96.46,$93.96,$96.26,$95.27,589100,,,,,,,,,,,,,,,9/19/2022,632800,632800
9/20/2022,$95.28,$95.38,$93.56,$94.34,$93.31,473000,$95.57,$95.57,$94.35,$95.24,$94.26,572500,,,,,,,,,,,,,,,9/20/2022,473000,473000
9/21/2022,$94.72,$94.82,$92.90,$92.90,$91.89,735100,$95.51,$95.68,$93.39,$93.39,$92.43,647400,,,,,,,,,,,,,,,9/21/2022,735100,735100
9/22/2022,$93.18,$93.67,$91.80,$91.93,$90.93,435600,$93.50,$93.80,$92.53,$92.68,$91.73,578500,,,,,,,,,,,,,,,9/22/2022,435600,435600
9/23/2022,$90.70,$90.79,$88.39,$89.39,$88.42,993400,$91.42,$91.65,$89.90,$90.78,$89.85,784400,,,,,,,,,,,,,,,9/23/2022,993400,993400
9/26/2022,$88.55,$89.78,$87.95,$89.00,$88.03,683300,$89.76,$91.12,$89.29,$90.20,$89.27,666100,,,,,,,,,,,,,,,9/26/2022,683300,683300
9/27/2022,$89.43,$89.93,$87.67,$87.90,$86.94,896900,$91.02,$91.23,$89.34,$89.57,$88.65,936200,,,,,,,,,,,,,,,9/27/2022,896900,896900
9/28/2022,$87.66,$90.76,$87.28,$90.40,$89.42,948900,$89.50,$92.03,$89.18,$91.54,$90.60,1100400,,,,,,,,,,,,,,,9/28/2022,948900,948900
9/29/2022,$89.68,$89.68,$87.49,$88.50,$87.54,818500,$90.82,$91.19,$89.64,$90.84,$89.91,805700,,,,,,,,,,,,,,,9/29/2022,818500,818500
9/30/2022,$88.82,$89.78,$87.37,$87.64,$86.69,885200,$91.10,$91.84,$89.80,$90.04,$89.11,912900,,,,,,,,,,,,,,,9/30/2022,885200,885200
10/3/2022,$88.87,$90.86,$88.33,$90.41,$89.43,1099300,$91.25,$92.70,$90.73,$92.01,$91.06,974600,,,,,,,,,,,,,,,10/3/2022,1099300,1099300
10/4/2022,$91.23,$93.06,$91.23,$92.71,$91.70,868200,$93.07,$95.51,$92.87,$95.21,$94.23,1041400,,,,,,,,,,,,,,,10/4/2022,868200,868200
10/5/2022,$91.02,$91.85,$90.19,$91.67,$90.67,709600,$93.55,$94.33,$92.98,$94.16,$93.19,1038700,,,,,,,,,,,,,,,10/5/2022,709600,709600
10/6/2022,$90.81,$90.82,$87.84,$88.13,$87.17,979900,$93.42,$93.76,$89.92,$90.59,$89.66,1037800,,,,,,,,,,,,,,,10/6/2022,979900,979900
10/7/2022,$87.56,$87.80,$85.58,$85.82,$84.89,774900,$90.27,$90.42,$87.93,$88.06,$87.15,1133600,,,,,,,,,,,,,,,10/7/2022,774900,774900
10/10/2022,$86.28,$86.49,$85.23,$85.40,$84.47,346300,$88.65,$88.84,$87.58,$87.72,$86.82,503800,,,,,,,,,,,,,,,10/10/2022,346300,346300
10/11/2022,$84.78,$84.80,$82.93,$83.26,$82.35,831300,$87.39,$87.39,$85.28,$85.51,$84.63,931000,,,,,,,,,,,,,,,10/11/2022,831300,831300
10/12/2022,$83.28,$84.85,$82.79,$84.07,$83.15,591000,$85.51,$86.52,$85.14,$85.83,$84.95,694100,,,,,,,,,,,,,,,10/12/2022,591000,591000
10/13/2022,$82.36,$87.65,$81.57,$86.98,$86.03,1038700,$84.21,$89.44,$83.63,$88.73,$87.82,1111700,,,,,,,,,,,,,,,10/13/2022,1038700,1038700
10/14/2022,$87.52,$88.29,$85.86,$85.99,$85.05,873600,$89.14,$89.84,$87.68,$87.81,$86.91,649200,,,,,,,,,,,,,,,10/14/2022,873600,873600
10/17/2022,$87.75,$89.38,$87.75,$88.80,$87.83,635300,$89.61,$90.74,$89.31,$89.99,$89.06,542100,,,,,,,,,,,,,,,10/17/2022,635300,635300
10/18/2022,$90.40,$90.78,$88.99,$89.68,$88.70,885900,$91.47,$91.84,$89.93,$90.34,$89.41,1132800,,,,,,,,,,,,,,,10/18/2022,885900,885900
10/19/2022,$89.04,$89.31,$87.16,$87.82,$86.86,654500,$89.95,$90.15,$88.60,$89.60,$88.68,450500,,,,,,,,,,,,,,,10/19/2022,654500,654500
10/20/2022,$88.22,$89.27,$87.01,$87.33,$86.38,564500,$89.53,$90.44,$87.96,$88.37,$87.46,1737300,,,,,,,,,,,,,,,10/20/2022,564500,564500
10/21/2022,$87.39,$90.04,$87.02,$89.87,$88.89,757400,$88.79,$90.79,$88.07,$90.72,$89.79,771000,,,,,,,,,,,,,,,10/21/2022,757400,757400
10/24/2022,$90.17,$90.29,$89.04,$89.86,$88.88,621700,$91.12,$91.23,$90.09,$90.81,$89.88,2053900,,,,,,,,,,,,,,,10/24/2022,621700,621700
10/25/2022,$89.50,$91.69,$89.48,$91.58,$90.58,506100,$89.37,$91.25,$89.34,$91.02,$91.02,1920900,,,,,,,,,,,,,,,10/25/2022,506100,506100
10/26/2022,$91.55,$94.21,$91.44,$92.93,$91.92,952600,$90.94,$92.58,$90.79,$91.64,$91.64,782500,,,,,,,,,,,,,,,10/26/2022,952600,952600
10/27/2022,$93.38,$94.32,$92.72,$93.20,$92.19,567200,$92.29,$93.16,$91.69,$91.95,$91.95,457800,,,,,,,,,,,,,,,10/27/2022,567200,567200
10/28/2022,$93.03,$94.12,$92.85,$93.90,$92.88,1938600,$91.76,$92.45,$91.56,$92.25,$92.25,598000,,,,,,,,,,,,,,,10/28/2022,1938600,1938600
10/31/2022,$92.01,$93.04,$91.89,$92.08,$92.08,1938600,$91.87,$92.77,$91.82,$92.47,$92.47,543400,,,,,,,,,,,,,,,10/31/2022,1938600,1938600
11/1/2022,$93.37,$93.43,$91.55,$91.95,$91.95,752000,$93.35,$93.91,$92.21,$92.47,$92.47,643600,,,,,,,,,,,,,,,11/1/2022,752000,752000
11/2/2022,$92.12,$93.43,$90.90,$91.11,$91.11,856200,$92.49,$94.26,$91.58,$91.72,$91.72,748300,,,,,,,,,,,,,,,11/2/2022,856200,856200
11/3/2022,$89.82,$91.15,$89.42,$90.53,$90.53,519000,$90.71,$91.66,$90.32,$91.26,$91.26,597900,,,,,,,,,,,,,,,11/3/2022,519000,519000
11/4/2022,$93.00,$94.20,$92.58,$94.17,$94.17,815500,$93.32,$94.71,$93.18,$94.45,$94.45,691900,,,,,,,,,,,,,,,11/4/2022,815500,815500
11/7/2022,$94.47,$95.03,$94.11,$94.69,$94.69,495500,$94.67,$95.36,$94.28,$95.04,$95.04,669400,,,,,,,,,,,,,,,11/7/2022,495500,495500
11/8/2022,$95.15,$96.29,$94.75,$95.69,$95.69,652600,$95.30,$96.70,$94.98,$95.81,$95.81,522100,,,,,,,,,,,,,,,11/8/2022,652600,652600
11/9/2022,$95.15,$95.15,$93.56,$93.61,$93.61,662500,$95.42,$96.02,$94.20,$94.37,$94.37,721500,,,,,,,,,,,,,,,11/9/2022,662500,662500
11/10/2022,$96.79,$98.84,$96.26,$98.63,$98.63,948100,$96.22,$98.28,$96.03,$98.18,$98.18,828800,,,,,,,,,,,,,,,11/10/2022,948100,948100
11/11/2022,$99.22,$101.20,$98.69,$100.16,$100.16,708500,$98.78,$99.81,$98.20,$99.28,$99.28,599400,,,,,,,,,,,,,,,11/11/2022,708500,708500
11/14/2022,$99.87,$100.30,$99.26,$99.28,$99.28,490700,$99.20,$99.45,$98.68,$98.88,$98.88,628600,,,,,,,,,,,,,,,11/14/2022,490700,490700
11/15/2022,$100.16,$100.66,$98.85,$99.61,$99.61,536400,$99.70,$100.05,$98.15,$99.17,$99.17,484100,,,,,,,,,,,,,,,11/15/2022,536400,536400
11/16/2022,$99.59,$99.77,$97.96,$98.85,$98.85,363400,$99.06,$99.21,$98.18,$98.63,$98.63,435100,,,,,,,,,,,,,,,11/16/2022,363400,363400
11/17/2022,$97.56,$98.58,$97.16,$98.44,$98.44,425000,$97.54,$99.33,$97.54,$99.28,$99.28,312100,,,,,,,,,,,,,,,11/17/2022,425000,425000
11/18/2022,$98.74,$99.20,$98.36,$98.79,$98.79,443500,$99.43,$99.98,$99.01,$99.13,$99.13,578500,,,,,,,,,,,,,,,11/18/2022,443500,443500
11/21/2022,$98.22,$98.71,$97.04,$97.42,$97.42,927300,$98.64,$98.94,$97.98,$98.80,$98.80,397300,,,,,,,,,,,,,,,11/21/2022,927300,927300
11/22/2022,$97.98,$98.98,$97.74,$98.71,$98.71,588800,$99.31,$101.06,$98.98,$100.81,$100.81,685400,,,,,,,,,,,,,,,11/22/2022,588800,588800
11/23/2022,$98.37,$99.54,$98.37,$99.38,$99.38,753300,$100.60,$101.43,$100.07,$100.89,$100.89,648600,,,,,,,,,,,,,,,11/23/2022,753300,753300
11/25/2022,$99.25,$99.77,$99.01,$99.33,$99.33,232900,$100.80,$101.31,$100.80,$100.90,$100.90,185900,,,,,,,,,,,,,,,11/25/2022,232900,232900
11/28/2022,$97.99,$98.51,$96.16,$96.32,$96.32,601900,$100.18,$100.79,$98.50,$98.64,$98.64,736500,,,,,,,,,,,,,,,11/28/2022,601900,601900
11/29/2022,$96.19,$96.57,$95.10,$96.10,$96.10,581900,$97.89,$98.64,$96.75,$98.41,$98.41,863200,,,,,,,,,,,,,,,11/29/2022,581900,581900
11/30/2022,$96.30,$98.01,$95.47,$97.83,$97.83,990700,$99.92,$99.94,$97.15,$99.78,$99.78,1409800,,,,,,,,,,,,,,,11/30/2022,990700,990700
12/1/2022,$97.78,$99.23,$96.45,$99.02,$99.02,897000,$100.10,$100.96,$98.95,$100.26,$100.26,810700,,,,,,,,,,,,,,,12/1/2022,897000,897000
12/2/2022,$98.20,$100.12,$97.87,$99.84,$99.84,873800,$99.28,$100.20,$99.18,$99.64,$99.64,683600,,,,,,,,,,,,,,,12/2/2022,873800,873800
12/5/2022,$99.61,$100.13,$97.24,$97.84,$97.84,692400,$99.57,$99.70,$97.83,$98.26,$98.26,667600,,,,,,,,,,,,,,,12/5/2022,692400,692400
12/6/2022,$97.28,$97.65,$93.98,$94.55,$94.55,678700,$98.18,$98.27,$96.03,$96.85,$96.85,543400,,,,,,,,,,,,,,,12/6/2022,678700,678700
12/7/2022,$94.17,$95.79,$94.04,$94.16,$94.16,451200,$96.67,$97.30,$96.35,$96.63,$96.63,529500,,,,,,,,,,,,,,,12/7/2022,451200,451200
12/8/2022,$94.72,$95.05,$92.06,$92.56,$92.56,871100,$97.18,$97.44,$96.03,$96.64,$96.64,461000,,,,,,,,,,,,,,,12/8/2022,871100,871100
12/9/2022,$92.00,$92.96,$91.74,$92.43,$92.43,416100,$96.20,$96.74,$95.84,$95.93,$95.93,479200,,,,,,,,,,,,,,,12/9/2022,416100,416100
12/12/2022,$91.76,$91.93,$90.56,$91.82,$91.82,600500,$96.06,$97.20,$95.41,$96.98,$96.98,564900,,,,,,,,,,,,,,,12/12/2022,600500,600500
12/13/2022,$90.08,$92.56,$90.04,$90.66,$90.66,1235200,$98.55,$98.64,$95.02,$95.97,$95.97,7273400,,,,,,,,,,,,,,,12/13/2022,1235200,1235200
12/14/2022,$90.45,$91.48,$89.71,$90.19,$90.19,649800,$95.95,$96.56,$95.02,$95.48,$95.48,838800,,,,,,,,,,,,,,,12/14/2022,649800,649800
12/15/2022,$88.96,$89.62,$87.83,$88.35,$88.35,784800,$94.42,$94.76,$93.14,$93.79,$93.79,921000,,,,,,,,,,,,,,,12/15/2022,784800,784800
12/16/2022,$87.53,$88.63,$87.53,$88.04,$88.04,692400,$92.98,$94.06,$92.88,$93.45,$93.45,2320800,,,,,,,,,,,,,,,12/16/2022,692400,692400
12/19/2022,$88.66,$89.21,$87.46,$87.94,$87.94,681700,$93.90,$94.25,$92.51,$92.81,$92.81,643200,,,,,,,,,,,,,,,12/19/2022,681700,681700
12/20/2022,$88.44,$89.83,$88.31,$89.39,$89.39,538200,$93.41,$94.38,$93.12,$93.67,$93.67,609300,,,,,,,,,,,,,,,12/20/2022,538200,538200
12/21/2022,$90.10,$91.20,$90.10,$90.52,$90.52,771000,$93.82,$95.05,$93.82,$94.57,$94.57,642600,,,,,,,,,,,,,,,12/21/2022,771000,771000
12/22/2022,$89.88,$90.05,$88.48,$89.49,$89.49,480500,$93.83,$93.97,$92.36,$93.66,$93.66,1221700,,,,,,,,,,,,,,,12/22/2022,480500,480500
12/23/2022,$89.52,$90.32,$89.32,$90.30,$90.30,363800,$93.31,$94.52,$93.31,$94.37,$94.37,846300,,,,,,,,,,,,,,,12/23/2022,363800,363800
12/27/2022,$90.31,$90.83,$90.06,$90.73,$90.73,221100,$94.84,$95.20,$94.24,$94.85,$94.85,273200,,,,,,,,,,,,,,,12/27/2022,221100,221100
12/28/2022,$90.77,$91.27,$89.44,$89.63,$89.63,621000,$94.81,$95.30,$93.62,$93.74,$93.74,814300,,,,,,,,,,,,,,,12/28/2022,621000,621000
12/29/2022,$90.09,$91.28,$90.09,$91.19,$91.19,478900,$94.36,$95.16,$94.08,$95.03,$95.03,1135800,,,,,,,,,,,,,,,12/29/2022,478900,478900
12/30/2022,$90.94,$91.29,$90.10,$90.60,$90.60,300800,$94.51,$95.16,$93.47,$94.02,$94.02,755700,,,,,,,,,,,,,,,12/30/2022,300800,300800
1/3/2023,$90.75,$91.53,$90.46,$91.04,$91.04,572800,$94.01,$94.51,$93.30,$93.67,$93.67,786000,,,,,,,,,,,,,,,1/3/2023,572800,572800
1/4/2023,$92.31,$94.27,$92.13,$93.63,$93.63,610200,$95.00,$96.45,$94.54,$95.81,$95.81,817400,,,,,,,,,,,,,,,1/4/2023,610200,610200
1/5/2023,$93.00,$93.00,$91.91,$92.79,$92.79,411200,$94.81,$95.37,$94.11,$94.80,$94.80,500700,,,,,,,,,,,,,,,1/5/2023,411200,411200
1/6/2023,$93.50,$95.29,$92.91,$95.13,$95.13,507200,$95.31,$97.07,$94.98,$96.98,$96.98,582800,,,,,,,,,,,,,,,1/6/2023,507200,507200
1/9/2023,$95.51,$96.28,$95.19,$95.40,$95.40,467600,$97.22,$98.64,$97.22,$98.16,$98.16,779300,,,,,,,,,,,,,,,1/9/2023,467600,467600
1/10/2023,$95.42,$95.65,$94.75,$95.09,$95.09,350000,$98.42,$99.09,$97.96,$98.97,$98.97,1385700,,,,,,,,,,,,,,,1/10/2023,350000,350000
1/11/2023,$95.51,$96.30,$95.51,$96.03,$96.03,723400,$99.20,$99.65,$98.54,$98.94,$98.94,806500,,,,,,,,,,,,,,,1/11/2023,723400,723400
1/12/2023,$96.92,$97.57,$95.89,$97.26,$97.26,708700,$99.46,$100.38,$98.74,$99.88,$99.88,890200,,,,,,,,,,,,,,,1/12/2023,708700,708700
1/13/2023,$96.31,$98.07,$96.08,$97.95,$97.95,526400,$99.14,$100.55,$99.01,$100.27,$100.27,729000,,,,,,,,,,,,,,,1/13/2023,526400,526400
1/17/2023,$98.36,$98.72,$97.87,$98.59,$98.59,555200,$100.78,$101.30,$100.42,$101.07,$101.07,883500,,,,,,,,,,,,,,,1/17/2023,555200,555200
1/18/2023,$98.60,$99.49,$97.27,$97.27,$97.27,563100,$101.24,$101.57,$99.61,$99.66,$99.66,758100,,,,,,,,,,,,,,,1/18/2023,563100,563100
1/19/2023,$96.89,$97.66,$96.19,$97.56,$97.56,473600,$99.42,$100.07,$99.07,$99.87,$99.87,686400,,,,,,,,,,,,,,,1/19/2023,473600,473600
1/20/2023,$97.57,$98.95,$96.83,$98.85,$98.85,325600,$100.00,$100.69,$99.15,$100.68,$100.68,1730400,,,,,,,,,,,,,,,1/20/2023,325600,325600
